"Inizio dei report","Fine dei report","Nome della campagna","Pubblicazione della campagna","Impostazione di attribuzione",Risultati,"Indicatore di risultato",Copertura,Frequenza,"Costo per risultati","Budget del gruppo di inserzioni","Tipo di budget del gruppo di inserzioni","Importo speso (EUR)",Fine,Impression,"CPM (costo per 1000 impression) (EUR)","Clic sul link",shop_clicks,"CPC (costo per clic sul link) (EUR)","CTR (tasso di clic sul link)","Clic (tutti)","CTR (tutti)","CPC (tutti i clic) (EUR)","Visualizzazioni della pagina di destinazione","Costo per visualizzazione della pagina di destinazione (EUR)","ROAS (ritorno sulla spesa pubblicitaria) relativo agli acquisti","ROAS risultati","Indicatore di valore del risultato","Valore risultati",Contatti,"Costo per contatto (EUR)","Contatti sul sito web","Costo per contatto (EUR)"
2023-05-18,2026-06-18,"Lead generation Quiz - Cold - Contatti",inactive,"7 giorni dal clic o 1 giorno dalla visualizzazione",1607,actions:offsite_conversion.custom.1010872667429653,50372,1.911717,0.16602365,"Uso del budget del gruppo di inserzioni",0,266.8,"In corso",96297,2.770595,5405,,0.049362,5.612844,10801,11.216341,0.024701,4651,0.057364,0.653598,,,,,,,
