Ad group performance
All time
Ad group,Campaign,Campaign state,Ad group state,Campaign type,Campaign subtype,Labels on Ad group,Ad group bid strategy,Ad group bid strategy type,Ad group sitelinks: active,Ad group sitelinks: disapproved,Ad group sitelinks level,Ad group phone numbers: active,Ad group phone numbers: disapproved,Ad group phone numbers level,Ad group apps: active,Ad group apps: disapproved,Ad group apps level,Ad group desktop bid adj.,Ad group mobile bid adj.,Ad group tablet bid adj.,Ads: active,Ads: disapproved,Keywords: active,Keywords: disapproved,Clicks,Impr.,CTR,Currency code,Avg. CPC,Cost,Impr. (Abs. Top) %,Impr. (Top) %,Conversions,View-through conv.,Cost / conv.,Conv. rate
Gruppo Inserzioni Iperammortamento,Iperammortamento 2026 - Traffic - Search - AI Max,,Enabled,,, --, --,Maximize Conversions,0,0, --,0,0, --,0,0, --, --, --, --,2,0,28,0,528,"10,296",5.13%,EUR,0.94,494.96,28.01%,57.88%,0.00,0,0,0.00%
