Campaign performance
All time
Campaign,Campaign state,Campaign type,Clicks,Impr.,CTR,Currency code,Avg. CPC,Cost,Impr. (Abs. Top) %,Impr. (Top) %,Conversions,View-through conv.,Cost / conv.,Conv. rate
Iperammortamento 2026 - Traffic - Search - AI Max,,,530,"10,319",5.14%,EUR,0.94,496.30,27.99%,57.84%,0.00,0,0,0.00%
