Audiences
All time
Audience segment,Audience segment state,Campaign,Ad group,Currency code,Ad group default max. CPC,Audience segment max CPC,Audience Segment Bid adj.,Targeting Setting,Clicks,Impr.,CTR,Avg. CPC,Cost
People not in audiences,,Iperammortamento 2026 - Traffic - Search - AI Max,Gruppo Inserzioni Iperammortamento,EUR,0.01,0, --,Observation,528,"10,296",5.13%,0.94,494.96
