Campaign performance
All time
Campaign,Campaign state,Campaign type,Clicks,Impr.,CTR,Currency code,Avg. CPC,Cost,Impr. (Abs. Top) %,Impr. (Top) %,Conversions,View-through conv.,Cost / conv.,Conv. rate
Iperammortamento 2026 - Traffic - Search - AI Max,,,528,"10,296",5.13%,EUR,0.94,494.96,28.01%,57.88%,0.00,0,0,0.00%
