Campaign performance
"May 10, 2026 - May 26, 2026"
Campaign,Campaign state,Campaign type,Clicks,Impr.,CTR,Currency code,Avg. CPC,Cost,Impr. (Abs. Top) %,Impr. (Top) %,Conversions,View-through conv.,Cost / conv.,Conv. rate
Iperammortamento 2026 - Traffic - Search - AI Max,Enabled,Search,272,"3,470",7.84%,EUR,0.90,245.91,29.17%,56.32%,0.00,0,0,0.00%
