"Reporting starts","Reporting ends","Campaign name","Campaign delivery",Results,"Result indicator","Cost per results","Ad set budget","Ad set budget type","Amount spent (EUR)",Impressions,Reach,Ends,"Attribution setting","Website purchase ROAS (return on advertising spend)","Adds to cart","Adds to cart conversion value","Cost per add to cart (EUR)","Purchase ROAS (return on ad spend)","Results ROAS","Result ROAS indicator",Frequency,"CPM (cost per 1,000 impressions) (EUR)","CTR (all)","Clicks (all)","Cost per unique click (all) (EUR)","Cost per unique outbound click (EUR)","Outbound clicks","Cost per landing page view (EUR)","Website landing page views","Checkouts initiated",Purchases,Acquisto
2025-10-08,2025-11-04,"[Conversione] Promo Ottobre Pack Ossa Sane",recently_completed,134,actions:offsite_conversion.fb_pixel_purchase,8.24813433,60,Daily,1105.25,181439,27323,2025-10-28,"7-day click, 1-day view or 1-day engaged view",13.770423,271,25139,4.078413,13.770423,13.77042298,action_values:offsite_conversion.fb_pixel_purchase,6.640523,6.091579,2.92991,5316,0.415664,0.659064,2788,0.46635,2370,305,134,
