"Nome progetto","Bognolo"
"Intervallo di date","05/11/2026 00:00 - 06/18/2026 23:59"


"Totale sessioni","100"

"Data","Ora","Durata sessione","Voce URL","Esci dall'URL","Referrer:","ID utente Clarity","Browser","Dispositivo","Sistema operativo","Nazione","Numero di pagine","Clic sulla sessione","Preferiti","Collegamento registrazione"
"06/05/2026","15:54","09:45","https://bognolo.it/iperammortamento-2026/","https://bognolo.it/iperammortamento-2026/#form","","16earks","ChromeMobile","Mobile","iOS","Italy","3","4","FALSE","https://clarity.microsoft.com/player/wqevuebs52/16earks/1aq4iye/?ss=1780667667000&sd=585"
"06/05/2026","13:37","24:09","https://bognolo.it/iperammortamento-2026/","https://bognolo.it/iperammortamento-2026/","","wgwl34","Edge","PC","Windows","Italy","3","10","FALSE","https://clarity.microsoft.com/player/wqevuebs52/wgwl34/i80tby/?ss=1780659431000&sd=1449"
"06/05/2026","11:11","07:10","https://bognolo.it/","https://bognolo.it/iperammortamento-2026/?builder=true&builder_id=4a3b89ea0fc78868b1ec96cee2b6403e","","1kt91pa","Firefox","PC","Linux","Italy","2","8","FALSE","https://clarity.microsoft.com/player/wqevuebs52/1kt91pa/19ikrcf/?ss=1780650662000&sd=430"
"06/05/2026","10:28","01:03","https://bognolo.it/industria-4-0-5-0/","https://bognolo.it/industria-4-0-5-0/","https://bognolo.it/","opo92j","Edge","PC","Windows","Italy","1","0","FALSE","https://clarity.microsoft.com/player/wqevuebs52/opo92j/1kpumom/?ss=1780648101000&sd=63"
"06/05/2026","10:28","00:09","https://bognolo.it/","https://bognolo.it/","http://bognolo.eu/","1feg36q","Edge","PC","Windows","Italy","1","1","FALSE","https://clarity.microsoft.com/player/wqevuebs52/1feg36q/145oene/?ss=1780648092000&sd=9"
"06/05/2026","10:26","00:53","https://bognolo.it/","https://bognolo.it/industria-4-0-5-0/","https://it.search.yahoo.com/","1o43quo","Edge","PC","Windows","Italy","2","1","FALSE","https://clarity.microsoft.com/player/wqevuebs52/1o43quo/saq3z0/?ss=1780648016000&sd=53"
"06/04/2026","15:09","02:26","https://bognolo.it/","https://bognolo.it/contatti/","","1fpydno","Chrome","PC","Windows","Italy","3","4","FALSE","https://clarity.microsoft.com/player/wqevuebs52/1fpydno/1u0pa4i/?ss=1780578580000&sd=146"
"06/04/2026","13:30","02:32","https://bognolo.it/","https://bognolo.it/iperammortamento-2026/?gad_source=1&gad_campaignid=23832089955&gclid=CjwKCAjwxITRBhBYEiwA6mZm7d5Gn9_wWOJ_NN9VIo26gZVTvPVwqb7un-R6QJNef6bJ0iVEYTHt2hoCIpsQAvD_BwE","https://bognolo.it/","i1o6a0","GoogleApp","Mobile","iOS","Italy","2","0","FALSE","https://clarity.microsoft.com/player/wqevuebs52/i1o6a0/7n4kb7/?ss=1780572616000&sd=152"
"06/04/2026","13:30","00:01","https://bognolo.it/","https://bognolo.it/","https://www.google.com/","i1o6a0","GoogleApp","Mobile","iOS","Italy","1","1","FALSE","https://clarity.microsoft.com/player/wqevuebs52/i1o6a0/aokwc8/?ss=1780572613000&sd=1"
"06/04/2026","13:24","00:05","https://bognolo.it/perizie-tecniche/","https://bognolo.it/perizie-tecniche/","https://www.google.com/","55f18n","Edge","PC","Windows","Italy","1","1","FALSE","https://clarity.microsoft.com/player/wqevuebs52/55f18n/k9lrv7/?ss=1780572267000&sd=5"
